timestamp,latitude,longitude,speed_ms,heading_gps,heading_compass,fix_type,num_satellites
2026-03-22T18:03:27+00:00,59.4505609,17.8152523,0.0,0.0,346.7594800848128,3,19
2026-03-22T18:03:27+00:00,59.4505608,17.8152522,0.0,0.0,346.7594800848128,3,19
2026-03-22T18:03:28+00:00,59.450561,17.8152525,0.0,0.0,346.7594800848128,3,19
2026-03-22T18:03:28+00:00,59.4505608,17.815252,0.0,0.0,346.7594800848128,3,19
2026-03-22T18:03:28+00:00,59.4505605,17.8152517,0.0,0.0,349.99202019855863,3,19
2026-03-22T18:03:28+00:00,59.4505605,17.8152518,0.0,0.0,349.99202019855863,3,19
2026-03-22T18:03:28+00:00,59.4505602,17.8152511,0.0,0.0,349.99202019855863,3,19
2026-03-22T18:03:29+00:00,59.45056,17.8152507,0.0,0.0,350.5376777919744,3,19
2026-03-22T18:03:29+00:00,59.45056,17.8152504,0.0,0.0,353.6598082540901,3,19
2026-03-22T18:03:29+00:00,59.45056,17.8152506,0.349,0.0028591365999999997,356.98721249581666,3,19
2026-03-22T18:03:29+00:00,59.4505599,17.8152509,0.0,0.0,356.98721249581666,3,19
2026-03-22T18:03:29+00:00,59.4505602,17.8152516,0.0,0.0,353.99099404250546,3,19
2026-03-22T18:03:30+00:00,59.4505607,17.8152525,0.0,0.0,356.98721249581666,3,19
2026-03-22T18:03:30+00:00,59.4505613,17.8152533,0.0,0.0,0.0,3,20
2026-03-22T18:03:30+00:00,59.4505617,17.8152537,0.0,0.0,0.0,3,20
2026-03-22T18:03:30+00:00,59.4505625,17.8152549,0.0,0.0,356.98721249581666,3,20
2026-03-22T18:03:30+00:00,59.450563,17.815256,0.0,0.0,356.98721249581666,3,20
2026-03-22T18:03:31+00:00,59.4505632,17.8152563,0.0,0.0,354.5596679689945,3,20
2026-03-22T18:03:31+00:00,59.4505635,17.8152561,0.0,0.0,357.1375947738882,3,19
2026-03-22T18:03:31+00:00,59.450564,17.8152564,0.0,0.0,357.1375947738882,3,19
2026-03-22T18:03:31+00:00,59.4505641,17.8152567,0.0,0.0,345.96375653207355,3,19
2026-03-22T18:03:31+00:00,59.4505647,17.8152577,0.0,0.0,336.8014094863518,3,19
2026-03-22T18:03:32+00:00,59.4505647,17.8152577,0.0,0.0,329.93141717813756,3,19
2026-03-22T18:03:32+00:00,59.4505649,17.8152581,0.0,0.0,325.61965527615513,3,19
2026-03-22T18:03:32+00:00,59.4505651,17.8152586,0.0,0.0,321.7098368077569,3,19
2026-03-22T18:03:32+00:00,59.450565,17.8152585,0.0,0.0,313.3634229583833,3,20
2026-03-22T18:03:32+00:00,59.4505657,17.8152592,0.0,0.0,305.5376777919744,3,20
2026-03-22T18:03:33+00:00,59.450566,17.8152591,0.0,0.0,293.74949449286675,3,20
2026-03-22T18:03:33+00:00,59.450566,17.8152583,0.0,0.0,287.7446716250569,3,20
2026-03-22T18:03:33+00:00,59.4505664,17.8152586,0.0,0.0,271.97493401088195,3,20
2026-03-22T18:03:33+00:00,59.4505665,17.8152583,0.0,0.0,268.02506598911805,3,20
2026-03-22T18:03:33+00:00,59.4505662,17.815258,0.0,0.0,268.1523897340054,3,20
2026-03-22T18:03:34+00:00,59.4505661,17.8152577,0.0,0.0,268.1523897340054,3,20
2026-03-22T18:03:34+00:00,59.4505661,17.8152574,0.0,0.0,268.1523897340054,3,20
2026-03-22T18:03:34+00:00,59.4505659,17.815257,0.0,0.0,268.02506598911805,3,20
2026-03-22T18:03:34+00:00,59.4505657,17.8152564,0.0,0.0,258.69006752597977,3,20
2026-03-22T18:03:34+00:00,59.4505655,17.8152553,0.0,0.0,250.46334506187162,3,20
2026-03-22T18:03:35+00:00,59.4505655,17.8152536,0.0,0.0,242.70042778866718,3,20
2026-03-22T18:03:35+00:00,59.4505653,17.8152525,0.0,0.0,234.09027692082233,3,20
2026-03-22T18:03:35+00:00,59.4505653,17.8152527,0.0,0.0,220.60129464500446,3,20
2026-03-22T18:03:35+00:00,59.450565,17.8152522,0.0,0.0,212.8285417914125,3,20
2026-03-22T18:03:35+00:00,59.4505644,17.8152511,0.0,0.0,212.34744349944202,3,20
2026-03-22T18:03:36+00:00,59.4505637,17.8152505,0.0,0.0,215.36246188706903,3,20
2026-03-22T18:03:36+00:00,59.450563,17.8152496,0.0,0.0,220.76360520094116,3,20
2026-03-22T18:03:36+00:00,59.4505624,17.815249,0.0,0.0,215.36246188706903,3,20
2026-03-22T18:03:36+00:00,59.4505621,17.8152491,0.0,0.0,209.93151184050777,3,20
2026-03-22T18:03:36+00:00,59.4505618,17.8152485,0.0,0.0,204.56717132060132,3,20
2026-03-22T18:03:37+00:00,59.4505613,17.8152477,0.0,0.0,196.14433878028348,3,20
2026-03-22T18:03:37+00:00,59.450561,17.8152475,0.0,0.0,184.3987053549955,3,20
2026-03-22T18:03:37+00:00,59.4505609,17.8152476,0.0,0.0,148.17255342332692,3,20
2026-03-22T18:03:37+00:00,59.4505608,17.8152473,0.0,0.0,136.27303002005672,3,20
2026-03-22T18:03:37+00:00,59.4505602,17.8152464,0.0,0.0,128.04704253182607,3,20
2026-03-22T18:03:38+00:00,59.4505598,17.8152458,0.0,0.0,115.64100582430528,3,20
2026-03-22T18:03:38+00:00,59.4505593,17.8152451,0.0,0.0,105.64224645720874,3,20
2026-03-22T18:03:38+00:00,59.4505588,17.8152442,0.0,0.0,94.76364169072617,3,20
2026-03-22T18:03:38+00:00,59.4505585,17.8152432,0.0,0.0,82.23483398157467,3,20
2026-03-22T18:03:38+00:00,59.4505585,17.8152424,0.0,0.0,70.01689347810003,3,20
2026-03-22T18:03:39+00:00,59.4505584,17.8152419,0.0,0.0,62.35402463626132,3,20
2026-03-22T18:03:39+00:00,59.4505579,17.8152406,0.0,0.0,61.38954033403479,3,20
2026-03-22T18:03:39+00:00,59.4505578,17.8152402,0.0,0.0,59.42077312751099,3,20
2026-03-22T18:03:39+00:00,59.450558,17.8152407,0.0,0.0,60.25511870305778,3,20
2026-03-22T18:03:39+00:00,59.4505579,17.8152406,0.0,0.0,69.44395478041653,3,20
2026-03-22T18:03:40+00:00,59.4505576,17.8152402,0.0,0.0,83.418055344822,3,20
2026-03-22T18:03:40+00:00,59.4505575,17.8152411,0.437,0.0028591365999999997,91.90915243299638,3,20
2026-03-22T18:03:40+00:00,59.4505574,17.8152431,0.556,0.0028591365999999997,115.11483488614456,3,20
2026-03-22T18:03:40+00:00,59.450557,17.8152448,0.497,0.0028591365999999997,132.70938995736148,3,20
2026-03-22T18:03:40+00:00,59.4505572,17.815247,0.358,0.0028591365999999997,145.00797980144134,3,20
2026-03-22T18:03:41+00:00,59.4505568,17.815248,0.457,0.0028591365999999997,155.43282867939868,3,20
2026-03-22T18:03:41+00:00,59.4505559,17.8152486,0.518,0.0028591365999999997,164.24882633654698,3,20
2026-03-22T18:03:41+00:00,59.4505548,17.8152492,0.626,0.0028591365999999997,182.7927023657133,3,20
2026-03-22T18:03:41+00:00,59.450554,17.8152502,0.566,0.0028591365999999997,193.67130713219584,3,20
2026-03-22T18:03:41+00:00,59.4505536,17.8152503,0.0,0.0,205.86635679409451,3,20
2026-03-22T18:03:42+00:00,59.450554,17.8152508,0.618,0.0028591365999999997,225.0,3,20
2026-03-22T18:03:42+00:00,59.4505534,17.8152508,0.444,0.0028591365999999997,230.4403320310055,3,20
2026-03-22T18:03:42+00:00,59.4505534,17.8152511,0.0,0.0,228.9909130984298,3,19
2026-03-22T18:03:42+00:00,59.4505534,17.8152511,0.43,0.0028591365999999997,230.4403320310055,3,20
2026-03-22T18:03:42+00:00,59.4505533,17.8152507,0.0,0.0,241.69924423399362,3,20
2026-03-22T18:03:43+00:00,59.4505526,17.8152486,0.383,0.0028591365999999997,261.25383773744477,3,20
2026-03-22T18:03:43+00:00,59.450552,17.815247,0.0,0.0,275.1944289077348,3,20
2026-03-22T18:03:43+00:00,59.4505517,17.8152456,0.0,0.0,274.9697407281103,3,20
2026-03-22T18:03:43+00:00,59.4505517,17.8152445,0.0,0.0,274.9697407281103,3,20
2026-03-22T18:03:43+00:00,59.4505516,17.8152435,0.0,0.0,279.86580694308435,3,20
2026-03-22T18:03:44+00:00,59.4505511,17.8152418,0.0,0.0,295.3461759419467,3,20
2026-03-22T18:03:44+00:00,59.4505508,17.8152402,0.0,0.0,307.8749836510982,3,20
2026-03-22T18:03:44+00:00,59.4505502,17.8152383,0.351,0.0028591365999999997,320.1944289077348,3,20
2026-03-22T18:03:44+00:00,59.4505501,17.8152373,0.0,0.0,333.434948822922,3,20
2026-03-22T18:03:44+00:00,59.4505498,17.8152364,0.0,0.0,347.4711922908485,3,20
2026-03-22T18:03:45+00:00,59.4505501,17.8152367,0.0,0.0,7.125016348901798,3,20
2026-03-22T18:03:45+00:00,59.4505503,17.8152366,0.0,0.0,19.65382405805331,3,20
2026-03-22T18:03:45+00:00,59.4505512,17.815238,0.0,0.0,36.86989764584402,3,20
2026-03-22T18:03:45+00:00,59.4505511,17.8152373,0.0,0.0,47.72631099390627,3,20
2026-03-22T18:03:45+00:00,59.450552,17.815238,0.0,0.0,58.3924977537511,3,19
2026-03-22T18:03:46+00:00,59.450552,17.815237,0.0,0.0,64.98310652189998,3,19
2026-03-22T18:03:46+00:00,59.450552,17.8152361,0.0,0.0,64.79887635452492,3,18
2026-03-22T18:03:46+00:00,59.4505514,17.8152344,0.0,0.0,70.5599651718238,3,19
2026-03-22T18:03:46+00:00,59.4505512,17.8152329,0.0,0.0,73.61045966596522,3,19
2026-03-22T18:03:46+00:00,59.450551,17.8152315,0.0,0.0,73.61045966596522,3,19
2026-03-22T18:03:47+00:00,59.4505507,17.8152306,0.0,0.0,75.96375653207353,3,19
2026-03-22T18:03:47+00:00,59.4505506,17.8152302,0.0,0.0,79.99202019855866,3,19
2026-03-22T18:03:47+00:00,59.4505508,17.8152304,0.0,0.0,86.82016988013577,3,18
2026-03-22T18:03:47+00:00,59.4505509,17.8152305,0.0,0.0,57.264773727892404,3,18
2026-03-22T18:03:47+00:00,59.4505505,17.8152293,0.0,0.0,36.86989764584402,3,18
2026-03-22T18:03:48+00:00,59.4505507,17.8152292,0.0,0.0,12.094757077012101,3,18
2026-03-22T18:03:48+00:00,59.4505504,17.8152284,0.0,0.0,329.03624346792645,3,18
2026-03-22T18:03:48+00:00,59.4505499,17.815227,0.0,0.0,315.0,3,19
2026-03-22T18:03:48+00:00,59.4505497,17.8152267,0.0,0.0,312.70938995736145,3,19
2026-03-22T18:03:48+00:00,59.4505502,17.8152274,0.547,0.0028591365999999997,315.0,3,19
2026-03-22T18:03:49+00:00,59.4505508,17.815228,0.342,0.0028591365999999997,312.70938995736145,3,18
2026-03-22T18:03:49+00:00,59.4505513,17.8152285,0.0,0.0,312.70938995736145,3,19
2026-03-22T18:03:49+00:00,59.4505517,17.8152281,0.0,0.0,312.70938995736145,3,19
2026-03-22T18:03:49+00:00,59.450552,17.8152279,0.0,0.0,312.70938995736145,3,19
