timestamp,distance_mm
2026-02-20 10:01:23,25
2026-02-20 10:01:23,25
2026-02-20 10:01:24,25
2026-02-20 10:01:24,25
2026-02-20 10:01:24,25
2026-02-20 10:01:24,25
2026-02-20 10:01:25,25
2026-02-20 10:01:25,25
2026-02-20 10:01:25,25
2026-02-20 10:01:26,25
2026-02-20 10:01:26,25
2026-02-20 10:01:26,25
2026-02-20 10:01:27,25
2026-02-20 10:01:27,25
2026-02-20 10:01:27,25
2026-02-20 10:01:27,25
2026-02-20 10:01:28,25
2026-02-20 10:01:28,25
2026-02-20 10:01:28,25
2026-02-20 10:01:29,25
2026-02-20 10:01:29,25
2026-02-20 10:01:29,25
2026-02-20 10:01:30,25
2026-02-20 10:01:30,25
2026-02-20 10:01:30,25
2026-02-20 10:01:30,25
2026-02-20 10:01:31,25
2026-02-20 10:01:31,25
2026-02-20 10:01:31,25
2026-02-20 10:01:32,25
2026-02-20 10:01:32,25
2026-02-20 10:01:32,25
2026-02-20 10:01:33,25
2026-02-20 10:01:33,25
2026-02-20 10:01:33,25
2026-02-20 10:01:33,25
2026-02-20 10:01:34,25
2026-02-20 10:01:34,25
2026-02-20 10:01:34,25
2026-02-20 10:01:35,25
2026-02-20 10:01:35,25
2026-02-20 10:01:35,25
2026-02-20 10:01:36,25
2026-02-20 10:01:36,25
2026-02-20 10:01:36,25
2026-02-20 10:01:36,25
2026-02-20 10:01:37,25
2026-02-20 10:01:37,25
2026-02-20 10:01:37,25
2026-02-20 10:01:38,25
2026-02-20 10:01:38,25
2026-02-20 10:01:38,25
2026-02-20 10:01:39,25
2026-02-20 10:01:39,25
2026-02-20 10:01:39,25
2026-02-20 10:01:39,25
2026-02-20 10:01:40,25
2026-02-20 10:01:40,25
2026-02-20 10:01:40,25
2026-02-20 10:01:41,25
2026-02-20 10:01:41,25
2026-02-20 10:01:41,25
2026-02-20 10:01:42,25
2026-02-20 10:01:42,25
2026-02-20 10:01:42,25
2026-02-20 10:01:42,25
2026-02-20 10:01:43,25
2026-02-20 10:01:43,25
2026-02-20 10:01:43,25
2026-02-20 10:01:44,25
2026-02-20 10:01:44,25
2026-02-20 10:01:44,25
2026-02-20 10:01:45,25
2026-02-20 10:01:45,25
2026-02-20 10:01:45,25
2026-02-20 10:01:45,25
2026-02-20 10:01:46,25
2026-02-20 10:01:46,25
2026-02-20 10:01:46,25
2026-02-20 10:01:47,25
2026-02-20 10:01:47,25
2026-02-20 10:01:47,25
2026-02-20 10:01:48,25
2026-02-20 10:01:48,25
2026-02-20 10:01:48,25
2026-02-20 10:01:48,25
2026-02-20 10:01:49,25
2026-02-20 10:01:49,25
2026-02-20 10:01:49,25
2026-02-20 10:01:50,25
2026-02-20 10:01:50,25
2026-02-20 10:01:50,30
2026-02-20 10:01:51,83
2026-02-20 10:01:51,83
2026-02-20 10:01:51,83
2026-02-20 10:01:51,83
2026-02-20 10:01:52,83
2026-02-20 10:01:52,83
2026-02-20 10:01:52,83
2026-02-20 10:01:53,83
2026-02-20 10:01:53,83
2026-02-20 10:01:53,83
2026-02-20 10:01:54,83
2026-02-20 10:01:54,87
2026-02-20 10:01:54,88
2026-02-20 10:01:54,88
2026-02-20 10:01:55,88
2026-02-20 10:01:55,88
2026-02-20 10:01:55,88
2026-02-20 10:01:56,88
2026-02-20 10:01:56,92
2026-02-20 10:01:56,88
2026-02-20 10:01:57,83
2026-02-20 10:01:57,88
2026-02-20 10:01:57,88
2026-02-20 10:01:57,88
2026-02-20 10:01:58,88
2026-02-20 10:01:58,88
2026-02-20 10:01:58,83
2026-02-20 10:01:59,88
2026-02-20 10:01:59,88
2026-02-20 10:01:59,88
2026-02-20 10:02:00,88
2026-02-20 10:02:00,88
2026-02-20 10:02:00,88
2026-02-20 10:02:00,88
2026-02-20 10:02:01,88
2026-02-20 10:02:01,92
2026-02-20 10:02:01,88
2026-02-20 10:02:02,88
2026-02-20 10:02:02,88
2026-02-20 10:02:02,88
2026-02-20 10:02:03,88
2026-02-20 10:02:03,88
2026-02-20 10:02:03,93
2026-02-20 10:02:03,98
2026-02-20 10:02:04,91
2026-02-20 10:02:04,91
2026-02-20 10:02:04,89
2026-02-20 10:02:05,96
2026-02-20 10:02:05,207
2026-02-20 10:02:05,279
2026-02-20 10:02:06,333
2026-02-20 10:02:06,365
2026-02-20 10:02:06,373
2026-02-20 10:02:06,329
2026-02-20 10:02:07,264
2026-02-20 10:02:07,212
2026-02-20 10:02:07,163
2026-02-20 10:02:08,115
2026-02-20 10:02:08,85
2026-02-20 10:02:08,71
2026-02-20 10:02:09,39
2026-02-20 10:02:09,29
2026-02-20 10:02:09,28
2026-02-20 10:02:09,29
2026-02-20 10:02:10,84
2026-02-20 10:02:10,136
2026-02-20 10:02:10,180
2026-02-20 10:02:11,217
2026-02-20 10:02:11,262
2026-02-20 10:02:11,321
2026-02-20 10:02:12,981
2026-02-20 10:02:12,3422
2026-02-20 10:02:12,3419
2026-02-20 10:02:12,3423
2026-02-20 10:02:13,227
2026-02-20 10:02:13,431
2026-02-20 10:02:13,118
2026-02-20 10:02:14,89
2026-02-20 10:02:14,89
2026-02-20 10:02:14,89
2026-02-20 10:02:15,89
2026-02-20 10:02:15,89
2026-02-20 10:02:15,89
2026-02-20 10:02:15,89
2026-02-20 10:02:16,89
